95.18441389	-101.06973319	0.197954147
95.18441389	-86.06973319	0.351794376
95.18441389	-71.06973319	1.768830054
95.18441389	-56.06973319	7.48156359
95.18441389	-41.06973319	8.941012635
95.18441389	-26.06973319	10.67917002
95.18441389	-11.06973319	11.87341473
95.18441389	3.93026681	11.7925413
95.18441389	18.93026681	10.64055309
95.18441389	33.93026681	8.885898476
95.18441389	48.93026681	7.320299924
95.18441389	63.93026681	6.661916956
95.18441389	78.93026681	7.358333274
95.18441389	93.93026681	7.558201325
95.18441389	108.93026681	7.363491403
95.18441389	123.93026681	7.107944434
95.18441389	138.93026681	6.490977093
95.18441389	153.93026681	5.528722651
95.18441389	168.93026681	4.935073563
95.18441389	183.93026681	4.992704036
95.18441389	198.93026681	5.681646716
95.18441389	213.93026681	6.84181138
95.18441389	228.93026681	7.864607939
95.18441389	243.93026681	0.564036914
95.18441389	258.93026681	0.242538697
		
110.18441389	-101.06973319	1.521327757
110.18441389	-86.06973319	1.38645714
110.18441389	-71.06973319	3.282985377
110.18441389	-56.06973319	6.527134191
110.18441389	-41.06973319	8.170110939
110.18441389	-26.06973319	10.41415394
110.18441389	-11.06973319	12.14577268
110.18441389	3.93026681	12.64097807
110.18441389	18.93026681	11.85680455
110.18441389	33.93026681	10.39576791
110.18441389	48.93026681	8.962937817
110.18441389	63.93026681	8.267437663
110.18441389	78.93026681	8.879617105
110.18441389	93.93026681	8.506286604
110.18441389	108.93026681	7.710096275
110.18441389	123.93026681	7.215769391
110.18441389	138.93026681	6.805748409
110.18441389	153.93026681	6.037388126
110.18441389	168.93026681	5.573194249
110.18441389	183.93026681	5.780667715
110.18441389	198.93026681	6.525929372
110.18441389	213.93026681	7.256187278
110.18441389	228.93026681	7.579235444
110.18441389	243.93026681	2.828179041
110.18441389	258.93026681	1.521283831
		
125.18441389	-101.06973319	5.032789343
125.18441389	-86.06973319	4.483505177
125.18441389	-71.06973319	3.763921208
125.18441389	-56.06973319	6.908459164
125.18441389	-41.06973319	8.901611313
125.18441389	-26.06973319	11.56027494
125.18441389	-11.06973319	13.53851746
125.18441389	3.93026681	14.25904897
125.18441389	18.93026681	13.65766269
125.18441389	33.93026681	12.26480495
125.18441389	48.93026681	10.97782062
125.18441389	63.93026681	10.40390671
125.18441389	78.93026681	10.75066218
125.18441389	93.93026681	9.083833797
125.18441389	108.93026681	7.833182263
125.18441389	123.93026681	7.526932527
125.18441389	138.93026681	7.300294921
125.18441389	153.93026681	6.651851704
125.18441389	168.93026681	6.187708027
125.18441389	183.93026681	6.376732714
125.18441389	198.93026681	7.122433628
125.18441389	213.93026681	7.698022992
125.18441389	228.93026681	7.836263335
125.18441389	243.93026681	6.818756681
125.18441389	258.93026681	5.032845818
		
140.18441389	-101.06973319	8.749904617
140.18441389	-86.06973319	8.016653491
140.18441389	-71.06973319	6.608559823
140.18441389	-56.06973319	7.971799112
140.18441389	-41.06973319	10.07534901
140.18441389	-26.06973319	12.81732079
140.18441389	-11.06973319	14.92358781
140.18441389	3.93026681	15.78029515
140.18441389	18.93026681	15.40033815
140.18441389	33.93026681	14.4048006
140.18441389	48.93026681	13.36711324
140.18441389	63.93026681	12.65922605
140.18441389	78.93026681	11.68898341
140.18441389	93.93026681	8.55328079
140.18441389	108.93026681	7.630402568
140.18441389	123.93026681	7.977729077
140.18441389	138.93026681	7.938723086
140.18441389	153.93026681	7.212211412
140.18441389	168.93026681	6.479374443
140.18441389	183.93026681	6.387419201
140.18441389	198.93026681	7.005114452
140.18441389	213.93026681	7.928846087
140.18441389	228.93026681	8.235177399
140.18441389	243.93026681	8.990905915
140.18441389	258.93026681	8.749898342
		
155.18441389	-101.06973319	8.834969805
155.18441389	-86.06973319	8.01464546
155.18441389	-71.06973319	7.217438566
155.18441389	-56.06973319	8.513308435
155.18441389	-41.06973319	10.64851619
155.18441389	-26.06973319	13.31528096
155.18441389	-11.06973319	15.61571196
155.18441389	3.93026681	16.93108482
155.18441389	18.93026681	17.08313665
155.18441389	33.93026681	16.34634637
155.18441389	48.93026681	15.18660214
155.18441389	63.93026681	13.46222486
155.18441389	78.93026681	8.200036867
155.18441389	93.93026681	7.616189478
155.18441389	108.93026681	7.861451566
155.18441389	123.93026681	8.56384805
155.18441389	138.93026681	8.353531966
155.18441389	153.93026681	7.216641629
155.18441389	168.93026681	6.18065482
155.18441389	183.93026681	5.968104802
155.18441389	198.93026681	6.547986331
155.18441389	213.93026681	7.654392257
155.18441389	228.93026681	8.417512835
155.18441389	243.93026681	9.000487985
155.18441389	258.93026681	8.834963529
		
170.18441389	-101.06973319	8.575482076
170.18441389	-86.06973319	7.565122755
170.18441389	-71.06973319	8.565755679
170.18441389	-56.06973319	12.90901248
170.18441389	-41.06973319	10.94058421
170.18441389	-26.06973319	13.90311931
170.18441389	-11.06973319	16.62450878
170.18441389	3.93026681	18.28279049
170.18441389	18.93026681	18.64219655
170.18441389	33.93026681	17.79444377
170.18441389	48.93026681	15.85395222
170.18441389	63.93026681	14.71805962
170.18441389	78.93026681	7.745638413
170.18441389	93.93026681	7.45247225
170.18441389	108.93026681	8.424296212
170.18441389	123.93026681	8.973869032
170.18441389	138.93026681	8.138227181
170.18441389	153.93026681	6.639445841
170.18441389	168.93026681	5.647742377
170.18441389	183.93026681	5.554557217
170.18441389	198.93026681	6.307499591
170.18441389	213.93026681	7.593348132
170.18441389	228.93026681	8.481700781
170.18441389	243.93026681	9.104403559
170.18441389	258.93026681	8.575469526
		
185.18441389	-101.06973319	7.962555897
185.18441389	-86.06973319	7.323945754
185.18441389	-71.06973319	11.12699218
185.18441389	-56.06973319	14.15040825
185.18441389	-41.06973319	11.84143685
185.18441389	-26.06973319	15.23247936
185.18441389	-11.06973319	18.17314575
185.18441389	3.93026681	19.94801872
185.18441389	18.93026681	19.99925487
